zcr_mean,emotion
0.05047568044354839,male_neutral
0.05509845811950147,female_neutral
0.057810685952012386,male_neutral
0.049154170866935486,female_neutral
0.06171123798076923,male_neutral
0.06348436251996806,female_neutral
0.07312078423838798,male_neutral
0.05801493636018237,female_neutral
0.03397610443811075,male_neutral
0.0978445030120482,female_neutral
0.052808858580508475,male_neutral
0.06512612261730205,female_neutral
0.06347983955536912,male_neutral
0.04932988640720859,female_neutral
0.06499239764636076,male_neutral
0.05654881143162393,female_neutral
0.04817030164930555,male_neutral
0.03230594564800614,female_neutral
0.04257472557357595,male_neutral
0.04665781968941718,female_neutral
0.058055284288194446,male_neutral
0.06127858092008798,female_neutral
0.0620883118872549,male_neutral
0.04846472027658046,female_neutral
0.05290441543530351,male_neutral
0.05993580112795858,female_neutral
0.07724193816489362,male_neutral
0.05197723002373418,female_neutral
0.06302551090542521,male_neutral
0.07058408838757396,female_neutral
0.07466873468137254,male_neutral
0.053400213068181816,female_neutral
0.049527291839701,male_neutral
0.1095241970486111,female_neutral
0.05670270887027491,male_neutral
0.05810399802334337,female_neutral
0.06559677377491695,male_neutral
0.05554862220447284,female_neutral
0.05885678695820434,male_neutral
0.055022758636039885,female_neutral
0.043541627089665656,male_neutral
0.027717314570783132,female_neutral
0.04451229697779605,male_neutral
0.05254052005597015,female_neutral
0.06004550309986595,male_neutral
0.0670109326625387,female_neutral
0.061182614405270654,male_neutral
0.05453428564882698,female_neutral
0.04662688314332247,male_neutral
0.06424622616525423,female_neutral
0.07243481667933131,male_neutral
0.04923688161644951,female_neutral
0.06303358569587629,male_neutral
0.06517486572265625,female_neutral
0.08256483569587629,male_neutral
0.06237351750753012,female_neutral
0.05926767172523962,male_neutral
0.0953998620014245,female_neutral
0.05295661596760797,male_neutral
0.08072820358727811,female_neutral
0.06490071614583333,male_neutral
0.062480528661809816,female_neutral
0.0568734278250774,male_neutral
0.06892855491863906,female_neutral
0.053777723689209724,male_neutral
0.037495806173312884,female_neutral
0.058688910243610226,male_neutral
0.05380919843266254,female_neutral
0.05556149454511834,male_neutral
0.05928572254068047,female_neutral
0.05391757246376812,male_neutral
0.05132537573313783,female_neutral
0.05383546560402685,male_neutral
0.07046562962278106,female_neutral
0.1021691070743865,male_neutral
0.05263157894736842,female_neutral
0.07005246856508876,male_neutral
0.06729513351393189,female_neutral
0.08999399038461539,male_neutral
0.051055815444528876,female_neutral
0.049195942125822366,male_neutral
0.10203379755434783,female_neutral
0.0514956480704698,male_neutral
0.07186755406891496,female_neutral
0.07077098781779662,male_neutral
0.05985890858208955,female_neutral
0.0559539794921875,male_neutral
0.07000058302238805,female_neutral
0.050799223542944784,male_neutral
0.033818718845858894,female_neutral
0.05441500756048387,male_neutral
0.05591996893825301,female_neutral
0.054737035778985504,male_neutral
0.07273919898343373,female_neutral
0.05109998914930555,male_neutral
0.05877721662352071,female_neutral
0.04592932275978916,male_neutral
0.06289876302083333,female_neutral
0.05615505642361111,male_neutral
0.0594171262254902,female_neutral
0.05542314272757256,male_neutral
0.046797699538258575,female_neutral
0.05889780243481595,male_neutral
0.05669552052514793,female_neutral
0.05217901357827476,male_neutral
0.1296131646455224,female_neutral
0.051797574816775244,male_neutral
0.05987027591253444,female_neutral
0.06100680443548387,male_neutral
0.04248881543803419,female_neutral
0.04993003731343284,male_neutral
0.04712194683908046,female_neutral
0.04811128656914894,male_neutral
0.038307611196319015,female_neutral
0.05452190896739131,male_neutral
0.04292149697580645,female_neutral
0.055276271850263854,male_neutral
0.06887118787650602,female_neutral
0.05493360422252011,male_neutral
0.05209596548507463,female_neutral
0.03303843842455621,male_neutral
0.04958781790226064,female_neutral
0.05482382923789174,male_neutral
0.055406706285612534,female_neutral
0.06207893668831169,male_neutral
0.049705762987012986,female_neutral
0.05409488514957265,male_neutral
0.0607086181640625,female_neutral
0.07318758736022364,male_neutral
0.10919731185281065,female_neutral
0.0409079847244409,male_neutral
0.07096905896892655,female_neutral
0.05035195574664429,male_neutral
0.048125583022388056,female_neutral
0.06698052705223881,male_neutral
0.05731184357782369,female_neutral
0.0488560688064759,male_neutral
0.03727874755859375,female_neutral
0.04407410552536232,male_neutral
0.037256588152985076,female_neutral
0.06445572224069149,male_neutral
0.06585383628731344,female_neutral
0.06143651832460733,male_neutral
0.047416710201367784,female_neutral
0.045950382313829786,male_neutral
0.06270616319444444,female_neutral
0.07087944878472222,male_neutral
0.05764296187683284,female_neutral
0.06335071681701031,male_neutral
0.06458010430630026,female_neutral
0.048250795497720364,male_neutral
0.05606996501150307,female_neutral
0.061662732457822084,male_neutral
0.16851860337243402,female_neutral
0.059047711162140575,male_neutral
0.0841843772069209,female_neutral
0.05178595074152542,male_neutral
0.05678863525390625,female_neutral
0.060325687767094016,male_neutral
0.05853767288165266,female_neutral
0.04985615874287749,male_neutral
0.035507067906891496,female_neutral
0.05714294628594249,male_neutral
0.05075940994408946,female_neutral
0.058332512692577033,male_neutral
0.07187354244402985,female_neutral
0.04456438337053571,male_neutral
0.06525078555440772,female_neutral
0.04764336896088957,male_neutral
0.0661077831769437,female_neutral
0.05542973986260054,male_neutral
0.0876953125,female_neutral
0.0662492148241206,male_neutral
0.07345357001582278,female_neutral
0.06886824642319277,male_neutral
0.05399102521088957,female_neutral
0.05699772621268657,male_neutral
0.12340326418821838,female_neutral
0.05351704030797101,male_neutral
0.08781136775362319,female_neutral
0.07805069633152174,male_neutral
0.05206799724544073,female_neutral
0.06395464085820896,male_neutral
0.06720306838768116,female_neutral
0.060935844809322036,male_neutral
0.03959382123860183,female_neutral
0.04860944689417178,male_neutral
0.04853723404255319,female_neutral
0.057955916639397906,male_neutral
0.07470997270331325,female_neutral
0.050363094248670214,male_neutral
0.07544366244612069,female_neutral
0.03624225484913793,male_neutral
0.06393086541559279,female_neutral
0.0630746000989446,male_neutral
0.04683180085455764,female_neutral
0.07235121137640449,male_neutral
0.06288439162234043,female_neutral
0.07876002534906915,male_neutral
0.06155780333577713,female_neutral
0.04692336012380192,male_neutral
0.09629991319444445,female_neutral
0.06226806640625,male_neutral
0.05525170702077748,female_neutral
0.05435149629237288,male_neutral
0.05799247804752066,female_neutral
0.057143059329710144,male_neutral
0.06216640840220386,female_neutral
0.0515963972107438,male_neutral
0.03021131887943787,female_neutral
0.04652157738095238,male_neutral
0.03645295282369146,female_neutral
0.06315190741356383,male_neutral
